name,countries,categories,currency,denominations,discount,expiry,url
"Conrad Germany","DE","electronics","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 60; 70; 80; 90; 100; 150; 200; 250; 300; 350; 400; 450; 500","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/conrad-de.jpg"
"Romantik Hotels & Restaurants Germany","DE","beauty; craft; travel-and-leisure","EUR","50; 100; 250","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/romantik-hotels-and-restaurants-de.jpg"
"Call a Bike Germany","DE","other","EUR","25; 50","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/call-a-bike-de.jpg"
"The National Garden Centre","GB","craft; home; other","GBP","10; 25; 50; 100; 250","9","Expires 30 months after the date of purchase","https://assets.tillo.io/images/brands/vouchers/330x214/the-national-garden-centre.jpg"
"lastminute.com Belgium Holiday Gift Card - Flight + Hotel Packages","BE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminute-holiday-be.jpg"
"PRENATAL Italy","IT","baby","EUR","10; 25; 50; 100; 200; 250","6","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/prenatal-it.jpg"
"Tezenis Belgium","BE","fashion","EUR","20; 30; 50; 100","5.5","3 Years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-be.jpg"
"ETERNA Germany","DE","fashion; jewellery","EUR","10; 15; 20; 50; 100","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/eterna-de.jpg"
"koffer.de Germany","DE","craft; travel-and-leisure","EUR","50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/koffer-de.jpg"
"Sephora Italy","IT","beauty","EUR","25; 50; 100","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-it.jpg"
"Xbox Game Pass Core UK","GB","gaming","GBP","17.99; 29.99","15.7","No Expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/xbox-game-pass-core-uk.jpg"
"Grand Vision Italy","IT","other","EUR","25; 50; 100; 150; 200","5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/grand-vision-italy-it.jpg"
"Harvester","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/harvester.jpg"
"Lastminute.com France Holiday Gift Card - Flight + Hotel Packages","FR","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-holiday-gift-fr.jpg"
"Dots.eco - Protect 10 sqf of wildlife habitat EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-wildlife-habitat-eur.jpg"
"Iceland","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","4","24 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/iceland.jpg"
"lastminute.com UK Flight Only Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","2.35","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-flight-only.jpg"
"Calzedonia Spain","ES","fashion","EUR","30; 50; 70; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/calzedonia-es.jpg"
"Falconeri Italy","IT","fashion","EUR","30; 75; 100; 150; 200; 250","4","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri.jpg"
"UTRY.ME Germany","DE","food-and-drink","EUR","30","22","18 months","https://assets.tillo.io/images/brands/vouchers/330x214/utry-de.jpg"
"World of Sweets Germany","DE","food-and-drink","EUR","15; 25; 50","13","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/world-of-sweets-de.jpg"
"Abbonamenti.it","IT","","EUR","20; 30","7","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/abbonamenti-it.jpg"
"Toby Carvery","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/toby-carvery.jpg"
"Mayersche Buchhandlung Germany","DE","books; music","EUR","10; 15; 20; 25; 44; 50","9","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/mayersche-buchhandlung-de.jpg"
"Blacksocks Germany","DE","fashion; jewellery","EUR","10; 15; 20; 50","14","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/blacksocks-de.jpg"
"adidas","GB","fashion; sports","GBP","10; 25; 50; 100; 250; 500","13","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/adidas.jpg"
"Conad Italy","IT","supermarket","EUR","30; 50; 100; 150","0.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/conad-it.jpg"
"Just Eat","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500","5","12 months from date of purchase","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat.jpg"
"Dots.eco - Offset 10 kgs of CARBON EMISSIONS EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/offset-carbon-emissions-eur.jpg"
"HEMA Netherlands","NL","home","EUR","10; 20; 50; 100","1.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/hema-nl.jpg"
"Hoepli.it Italy","IT","books","EUR","15; 25; 35; 50","5","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/hoepli-it-it.jpg"
"Mango Italy","IT","fashion","EUR","25","9","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mango-it.jpg"
"The Global Experiences Card","GB","travel-and-leisure","GBP","25; 50; 100; 250; 500","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/global-experiences-card.jpg"
"lastminute.com Netherlands Travel Gift Card","NL","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminute-nl.jpg"
"M&S Ireland","GB; IE","department-store; fashion; food-and-drink; home; supermarket","EUR","10; 25; 50; 100; 250; 500; 1000","6.5","48 months after last use (balance check, redemption, refund etc)","https://assets.tillo.io/images/brands/vouchers/330x214/ms-ireland.jpg"
"Alì&Alìper Italy","IT","food-and-drink; supermarket","EUR","10; 25; 50; 100","2.5","12 mesi","https://assets.tillo.io/images/brands/vouchers/330x214/ali-and-aliper-it.jpg"
"lastminute.com Ireland Travel Gift Card","IE","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","5 Years","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-ie.jpg"
"Stardust Pass Italy","IT","tv-and-movies","EUR","25; 50; 100","2","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/stardust-pass-it.jpg"
"Google Play Germany","DE","books; gaming; music","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 55; 60; 65; 70; 75; 80; 85; 90; 95; 100; 150; 200; 250; 300; 350; 400; 450; 500","3.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/google-play-de.jpg"
"Sony PSN Italy","IT","gaming","EUR","10; 20; 50; 60; 80; 100; 150; 200; 250","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-it.jpg"
"AirlineGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-de.jpg"
"Leroy Merlin France","FR","department-store","EUR","10; 25; 50; 100; 150","2","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/leroy-merlin-fr.jpg"
"Tinder Plus & Gold UK","GB","other","GBP","17; 27","15","36 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tinder-plus-uk.jpg"
"Apteekkituotteet.fi","FI","beauty","EUR","10; 20; 30; 40; 50; 60; 70; 80; 90; 100","4","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/apteekkituotteet-fi.jpg"
"Dots.eco - Protect 10 sqm of Marine Habitat UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-marine-uk.jpg"
"Inspire Travel Germany","DE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue (Can be extended if requested via Inspire Customer Service)","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-de.jpg"
"walzvital Germany","DE","beauty","EUR","25; 50","7","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/walzvital-de.jpg"
"Sephora Portugal","PT","beauty","EUR","25; 50; 100","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-pt.jpg"
"eSimChoice UK","GB","electronics; travel-and-leisure","GBP","15; 20; 25; 30; 40; 50; 75; 100","10","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/esimchoice-uk.jpg"
"Intimissimi Austria","AT","fashion","EUR","30; 50; 70; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi-at.jpg"
"Sizzling Pubs","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/sizzling-pubs.jpg"
"Apollo-Optik Germany","DE","beauty; fashion; jewellery","EUR","10; 15; 25; 50; 100; 150","10","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/apollo-optik-de.jpg"
"Calmbase Germany","DE","sports","EUR","10; 15; 25; 50; 100","14","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/calmbase-de.jpg"
"TheFork Italy","IT","food-and-drink","EUR","25; 50; 100","4.5","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/thefork-it.jpg"
"Tapi Carpets & Floors LTD UK","GB","home","GBP","10; 25; 50; 100; 250; 500; 1000","7","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/tapi-carpets-ltd-uk.jpg"
"O’Neill’s","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/oneills.jpg"
"Holland & Barrett Belgium","BE","beauty; other","EUR","10; 25; 50; 100","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/holland-barrett-be.jpg"
"Monoprix France","FR","fashion","EUR","15; 25; 50; 100","2","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/monoprix-fr.jpg"
"bol Belgium","BE","department-store","EUR","10; 25; 50; 100","3","36 months","https://assets.tillo.io/images/brands/vouchers/330x214/bol-com-be.jpg"
"Cortilia Italy","IT","supermarket","EUR","50","2","11 months","https://assets.tillo.io/images/brands/vouchers/330x214/cortilia-it.jpg"
"Virgin Experience Days","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","20","12 months after load","https://assets.tillo.io/images/brands/vouchers/330x214/virgin-experience-days.jpg"
"Weber Germany","DE","food-and-drink; home","EUR","25; 50; 100","6","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/weber-de.jpg"
"Waterstones","GB","books","GBP","10; 25","6","Expires 24 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/waterstones.jpg"
"TripGift EU","IE; AT; BE; FI; FR; DE; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","5 years from first use","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift-eu.jpg"
"Falconeri Spain","ES","fashion","EUR","30; 75; 100; 150; 200; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-es.jpg"
"lastminute.com Netherlands Holiday Gift Card - Flight + Hotel Packages","NL","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminute-holiday-nl.jpg"
"Lastminute.com Spain Holiday Gift Card - Flight + Hotel Packages","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-holiday-gift-es.jpg"
"Prenatal Spain","ES","baby","EUR","25; 50","6","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/prenatal-es.jpg"
"Maisons du Monde Spain","ES","home","EUR","20; 50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-es.jpg"
"Falconeri Germany","DE","fashion","EUR","30; 50; 75; 100; 150; 200; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-de.jpg"
"Spotify Austria","AT","music","EUR","11; 33; 66","5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-austria.jpg"
"Q8 Italy","IT","cars; other","EUR","10; 25; 50; 100","0.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/q8-it.jpg"
"Dots.eco - Clean 1 LB of Ocean Plastic UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/clean-ocean-plastic-uk.jpg"
"Fashioncheque UK","GB","fashion","GBP","10; 25; 50; 100; 250","8","4 Years","https://assets.tillo.io/images/brands/vouchers/330x214/fashioncheque-uk.jpg"
"Swarovski Germany","DE","fashion; jewellery","EUR","15; 25; 40; 50","12","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/swarovski-de.jpg"
"Smartbox Spain","ES","travel-and-leisure","EUR","10; 50; 100","11","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/smartbox-es.jpg"
"DAZN Germany","DE","gaming; sports","EUR","45; 420","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/dazn-de.jpg"
"Circle K Estonia","EE","cars; food-and-drink; supermarket","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","1","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-estonia.jpg"
"Maisons du Monde Italy","IT","home","EUR","20; 50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-it.jpg"
"toom Baumarkt Germany","DE","home","EUR","10; 15; 20; 25; 40; 44; 50; 100","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/toom-baumarkt-de.jpg"
"Leisure Choice Gift Card","GB","beauty; books; craft; department-store; fashion; food-and-drink; gaming; home; jewellery; other; sports; supermarket; travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","4","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/virgin-incentives-gift-card-uk.jpg"
"nextbike Germany","DE","cars","EUR","10; 15; 20; 25","34","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/nextbike-de.jpg"
"Holland & Barrett Netherlands","NL","beauty; other","EUR","10; 25; 50; 100","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/holland-barrett-nl.jpg"
"Steam Europe","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","gaming","EUR","20; 30","1.25","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/steam-eu.jpg"
"Mercatò Italy","IT","supermarket","EUR","10; 25; 50; 100","1","18 months","https://assets.tillo.io/images/brands/vouchers/330x214/mercato-it.jpg"
"Flixbus Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100","6","9 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-es.jpg"
"Maisons du Monde Belgium","BE","home","EUR","20; 50; 100; 200; 500","7","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-be.jpg"
"M&S UK CB","GB","department-store; supermarket","GBP","10; 25; 50; 100; 250; 500; 1000","3.5","Gift cards and e-gift cards are valid for the period which is the later of (i) 48 months from the date of issue, or (ii) 48 months from the date of the last transaction.","https://assets.tillo.io/images/brands/vouchers/330x214/m-and-s-uk-cb.jpg"
"Sennheiser Germany","DE","electronics","EUR","15; 25; 50; 100","14","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/sennheiser-de.jpg"
"Go Ape","GB","travel-and-leisure","GBP","10; 15; 50; 80","12","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/go-ape.jpg"
"Ask Italian","GB","food-and-drink","GBP","10; 25; 50; 100","9","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/ask-italian.jpg"
"Sauna & Wellness Cadeaukaart Europe","NL","beauty","EUR","10; 25; 50; 100","7","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/sauna-wellness-cadeaukaart-eur.jpg"
"Idea Shopping Spain","ES","baby; beauty; books; fashion; electronics; food-and-drink; home; jewellery; toys; travel-and-leisure; tv-and-movies","EUR","25; 50; 100","0.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/idea-shopping-es.jpg"
"Tinder Plus & Gold Ireland","IE","other","EUR","13; 23","15","36 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tinder-plus-ie.jpg"
"Terranova Italy","IT","fashion","EUR","10; 25; 50; 75; 100","4","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/terranova-it.jpg"
"Maisons du Monde France","FR","department-store","EUR","20; 50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-fr.jpg"
"Greggs","GB","food-and-drink","GBP","10; 25; 50; 100; 250","9","24 Months from last use","https://assets.tillo.io/images/brands/vouchers/330x214/greggs.jpg"
"New Look","GB","fashion","GBP","10; 25; 50; 100; 250; 500; 1000","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/new-look.jpg"
"Mango Spain","ES","fashion","EUR","10; 25; 50; 100; 150","9","Unlimited","https://assets.tillo.io/images/brands/vouchers/330x214/mango-es.jpg"
"HotelsGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift-de.jpg"
"Tezenis","IT","fashion","EUR","20; 30; 50; 100","4","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis.jpg"
"Starbucks","GB","food-and-drink","GBP","10; 25; 50; 100","11","Does Not Expire","https://assets.tillo.io/images/brands/vouchers/330x214/starbucks.jpg"
"Dots.eco - Protect 10 sqf of wildlife habitat UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-wildlife-habitat-uk.jpg"
"Tamoil Italy","IT","cars; other","EUR","10; 25","1","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/tamoil-it.jpg"
"Megamark Italy","IT","supermarket","EUR","25; 50; 100; 200","1","Minimum 1 month","https://assets.tillo.io/images/brands/vouchers/330x214/megamark-it.jpg"
"MANGO Portugal","PT","fashion","EUR","25; 50","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/mango-pt.jpg"
"Coccinelle Italy","IT","fashion","EUR","20; 50; 70; 100; 150; 200","4.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/coccinelle-it.jpg"
"La Rinascente Italy","IT","department-store","EUR","50; 100; 250","5","10 months","https://assets.tillo.io/images/brands/vouchers/330x214/la-rinascente-it.jpg"
"Spotify Germany","DE","music","EUR","11; 33; 66","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-germany.jpg"
"Liberty","GB","beauty; craft; department-store; fashion; home; jewellery","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","2 years from activiation","https://assets.tillo.io/images/brands/vouchers/330x214/liberty-uk.jpg"
"Baby-Walz Germany","DE","baby; toys","EUR","10; 15; 20; 25; 44; 50","12","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/baby-walz-de.jpg"
"daydreams Germany","DE","craft; travel-and-leisure","EUR","60","44","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/daydreams-de.jpg"
"The Restaurant Card","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","24 months for last date of use","https://assets.tillo.io/images/brands/vouchers/330x214/the-restaurant-card.jpg"
"Spotify Spain","ES","music","EUR","11; 33; 66","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-es.jpg"
"Currys B2B","GB","electronics; home","GBP","10; 20; 25; 30; 40; 50; 60; 90; 100; 200; 500","6","24 Months from last use","https://assets.tillo.io/images/brands/vouchers/330x214/currys-b2b.jpg"
"myMuesli Germany","DE","food-and-drink","EUR","10; 15; 25; 44; 50","8","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/mymuesli-de.jpg"
"Sony Playstation UK","GB","gaming","GBP","10; 20; 40; 50; 70; 100; 120; 150; 200","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-uk.jpg"
"Sephora Spain","ES","beauty","EUR","25; 50; 100","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-es.jpg"
"Global Hotel Card","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/global-hotel-card.jpg"
"Share Now Germany","DE","cars","EUR","15; 25; 50; 100","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/share-now-de.jpg"
"Bloom & Wild","GB","home","GBP","10; 20; 30; 50; 100","13","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/bloom-and-wild-uk.jpg"
"Jet2Holidays by Inspire","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-jet2holidays.jpg"
"FlixBus Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100","6","6 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-it.jpg"
"HelpDirect Germany","DE","charity","EUR","10; 15; 20; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/helpdirect-de.jpg"
"Circle K No Fuel Latvia","LV","food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","5","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-no-fuel-latvia.jpg"
"Martinelli Supermercati Italy","IT","supermarket","EUR","25; 50; 100","1.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/martinelli-supermercati-it.jpg"
"Cornerstone","GB","beauty","GBP","20; 25; 30","9","12 months from issue","https://assets.tillo.io/images/brands/vouchers/330x214/cornerstone.jpg"
"YOVITE Germany","DE","food-and-drink","EUR","20; 30; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/yovite-de.jpg"
"IKEA Netherlands","NL","","EUR","50; 100; 250; 500","4","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-nl.jpg"
"Carrefour FR","FR","supermarket","EUR","10; 25; 50; 100","4","12 mois","https://assets.tillo.io/images/brands/vouchers/330x214/carrefour-fr.jpg"
"Marionnaud Paris","IT","","EUR","10; 25; 50; 100","7","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/marionnaud-it.jpg"
"Moss UK","GB","fashion","GBP","10; 20; 30; 40; 50; 60; 70; 80; 90; 100; 110; 120; 130; 140; 150; 160; 170; 180; 190; 200","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/moss-uk.jpg"
"OVS Italy","IT","fashion","EUR","10; 25; 50","7.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/ovs-it.jpg"
"lastminute.com UK Travel Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5","12 months from activation date","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-travel.jpg"
"Steam Italy","IT","gaming","EUR","20","1.25","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/steam-it.jpg"
"CHRIST Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 44; 50; 100","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/christ-de.jpg"
"Ecoswap UK","GB","other","GBP","10; 25; 50; 100","4","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ecoswap-uk.jpg"
"Rituals UK","GB","beauty; home","GBP","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-uk.jpg"
"CamperBoys Germany","DE","craft; sports; travel-and-leisure","EUR","35; 50; 100; 150","8","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/camperboys-de.jpg"
"Decathlon France","FR","fashion; sports","EUR","10; 25","1","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon-fr.jpg"
"43einhalb.com Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50","10","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/43einhalb-com-de.jpg"
"Paprcuts Germany","DE","fashion; jewellery","EUR","10; 25; 50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/paprcuts-de.jpg"
