name,countries,categories,currency,denominations,discount,expiry,url
"Leroy Merlin France","FR","department-store","EUR","10; 25; 50; 100; 150",2,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/leroy-merlin-fr.jpg"
"Coin Italy","IT","department-store","EUR","10; 25; 50; 100",5,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/coin-it.jpg"
"Maisons du Monde Belgium","BE","home","EUR","20; 50; 100; 200; 500",7,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-be.jpg"
"Alì&Alìper Italy","IT","food-and-drink; supermarket","EUR","10; 25; 50; 100",2.5,"12 mesi","https://assets.tillo.io/images/brands/vouchers/330x214/ali-and-aliper-it.jpg"
"Takeaway Luxembourg","LU","food-and-drink","EUR","10; 25; 50; 100",5.5,"N/A","https://assets.tillo.io/images/brands/vouchers/330x214/takeaway-lu.jpg"
"Breuninger Germany","DE","fashion; jewellery","EUR","10; 20; 50; 100; 250",5,"4 years","https://assets.tillo.io/images/brands/vouchers/330x214/breuninger-de.jpg"
"Tapi Carpets & Floors LTD UK","GB","home","GBP","10; 25; 50; 100; 250; 500; 1000",7,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/tapi-carpets-ltd-uk.jpg"
"Mango Netherlands","NL","fashion","EUR","25; 50",9,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/mango-nl.jpg"
"TheFork Italy","IT","food-and-drink","EUR","25; 50; 100",4.5,"18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/thefork-it.jpg"
"Starbucks Germany","DE","food-and-drink; sports","EUR","10; 50",3,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/starbucks-de.jpg"
"roastmarket Germany","DE","food-and-drink","EUR","10; 20; 50; 100",5,"30 months","https://assets.tillo.io/images/brands/vouchers/330x214/roastmarket-de.jpg"
"lastminute.com Netherlands Holiday Gift Card - Flight + Hotel Packages","NL","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000",5.5,"12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminute-holiday-nl.jpg"
"Trony Italy","IT","electronics; home","EUR","10; 25; 50; 100; 150; 200; 250",1,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/trony-it.jpg"
"Naked Wines","GB","food-and-drink","GBP","25; 50; 100; 250; 500",13.5,"12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/naked-wines.jpg"
"Media Markt Belgium","BE","electronics; home","EUR","20; 50",0.5,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-be.jpg"
"WellCard Germany","DE","beauty; craft; sports; travel-and-leisure","EUR","10; 15; 25; 50; 100",9,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/wellcard-de.jpg"
"Holland & Barrett Netherlands","NL","beauty; other","EUR","10; 25; 50; 100",9,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/holland-barrett-nl.jpg"
"Spotify Germany","DE","music","EUR","11; 33; 66",7,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-germany.jpg"
"QC Terme Soggiorni Italy","IT","","EUR","248; 348; 398; 498",9,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/qc-terme-soggiorni-it.jpg"
"Monoprix France","FR","fashion","EUR","15; 25; 50; 100",2,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/monoprix-fr.jpg"
"Media Markt Netherlands","NL","electronics; home","EUR","10; 25; 50; 100",0.5,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-nl.jpg"
"Bottega Verde Italy","IT","beauty","EUR","10; 25; 50",4,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/bottega-verde-it.jpg"
"PRENATAL Italy","IT","baby","EUR","10; 25; 50; 100; 200; 250",6,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/prenatal-it.jpg"
"Tezenis Belgium","BE","fashion","EUR","20; 30; 50; 100",5.5,"3 Years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-be.jpg"
"Auchan France","FR","other","EUR","10; 25; 50; 100",2,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/auchan-fr.jpg"
"AirlineGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",7.5,"3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-de.jpg"
"lastminute.com Flight Gift Card Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000",2,"12 months from the activation date","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-it.jpg"
"Sephora Italy","IT","beauty","EUR","25; 50; 100",5,"12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-it.jpg"
"Sennheiser Germany","DE","electronics","EUR","15; 25; 50; 100",14,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/sennheiser-de.jpg"
"Lidl Ireland","IE","supermarket","EUR","10; 15; 20; 25; 50; 100; 200",4,"5 years.","https://assets.tillo.io/images/brands/vouchers/330x214/lidl-ie.jpg"
"Terranova Italy","IT","fashion","EUR","10; 25; 50; 75; 100",4,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/terranova-it.jpg"
"Vintage Inns","GB","food-and-drink","GBP","10; 25; 50; 100; 250",12,"2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/vintage-inns.jpg"
"Tinder Plus & Gold Ireland","IE","other","EUR","12.85",15,"36 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tinder-plus-ie.jpg"
"Boscolo Italy","IT","travel-and-leisure","EUR","119; 219; 289",9,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/boscolo-it.jpg"
"Winelivery Italy","IT","food-and-drink","EUR","25; 50; 100",1.5,"4 months","https://assets.tillo.io/images/brands/vouchers/330x214/winelivery-it.jpg"
"YouChoose All Access Digital","GB","other","GBP","10; 25; 50; 100; 250",6,"12 months from issuance","https://assets.tillo.io/images/brands/vouchers/330x214/youchoose-all-access-digital.jpg"
"Salute Semplice Italy","IT","other","EUR","10; 25; 50; 75; 100; 200",11,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/salute-semplice-it.jpg"
"The Restaurant Card","GB","food-and-drink","GBP","10; 25; 50; 100; 250",12,"24 months for last date of use","https://assets.tillo.io/images/brands/vouchers/330x214/the-restaurant-card.jpg"
"HotelsGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",7.5,"3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift-de.jpg"
"FlixBus Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100",6,"6 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-it.jpg"
"Stardust Pass Italy","IT","tv-and-movies","EUR","25; 50; 100",2,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/stardust-pass-it.jpg"
"Dots.eco - Offset 10 kgs of CARBON EMISSIONS EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",31,"N/A","https://assets.tillo.io/images/brands/vouchers/330x214/offset-carbon-emissions-eur.jpg"
"UTravel Italy","IT","travel-and-leisure","EUR","50; 100; 200; 500",7,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/utravel-it.jpg"
"Mango Spain","ES","fashion","EUR","10; 25; 50; 100; 150",9,"Unlimited","https://assets.tillo.io/images/brands/vouchers/330x214/mango-es.jpg"
"Dots.eco - Protect 10 sqf of wildlife habitat UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",43,"N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-wildlife-habitat-uk.jpg"
"IKEA Netherlands","NL","","EUR","50; 100; 250; 500",4,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-nl.jpg"
"FlixBus Germany","DE","travel-and-leisure","EUR","10; 15; 25; 40",6.5,"9 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-de.jpg"
"Sephora Spain","ES","beauty","EUR","25; 50; 100",5,"12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-es.jpg"
"Rituals UK","GB","beauty; home","GBP","10; 25; 50; 100",10,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-uk.jpg"
"Adler Germany","DE","fashion; jewellery","EUR","15; 25; 50",9,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/adler-de.jpg"
"lastminute.com Hotel Gift Card Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000",5.5,"12 months from the activation date","https://assets.tillo.io/images/brands/vouchers/330x214/hotel-gift-card-es.jpg"
"Tezenis","IT","fashion","EUR","20; 30; 50; 100",4,"36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis.jpg"
"Lastminute.com Ireland Holiday Gift Card - Flight + Hotel Packages","IE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000",5.5,"60 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-holiday-gift-ie.jpg"
"Grand Vision Italy","IT","other","EUR","25; 50; 100; 150; 200",5,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/grand-vision-italy-it.jpg"
"Thalia Germany","DE","books; music","EUR","10; 15; 20; 25; 44; 50",8,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/thalia-de.jpg"
"Coccinelle Italy","IT","fashion","EUR","20; 50; 70; 100; 150; 200",4.5,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/coccinelle-it.jpg"
"VISTASì Italy","IT","other","EUR","10; 25; 50; 100",1.5,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/vistasi-it.jpg"
"The Dining Out Card","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500",12,"2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/the-dining-out-card.jpg"
"Carrefour FR","FR","supermarket","EUR","10; 25; 50; 100",4,"12 mois","https://assets.tillo.io/images/brands/vouchers/330x214/carrefour-fr.jpg"
"Media Markt Portugal","PT","electronics; home","EUR","10; 100; 250",2,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-pt.jpg"
"Interflora Italy","IT","other","EUR","30; 50",11,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/interflora-it.jpg"
"IXXI Germany","DE","home","EUR","10; 15; 25; 50",19,"-","https://assets.tillo.io/images/brands/vouchers/330x214/ixxi-de.jpg"
"Miller & Carter","GB","food-and-drink","GBP","10; 25; 50; 100; 250",12,"2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/miller-and-carter.jpg"
"The Wellness Card","GB","other","GBP","10; 25; 50; 100; 250",13,"12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/the-wellness-card.jpg"
"Venchi Italy","IT","food-and-drink","EUR","25; 50; 100",4,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/venchi-it.jpg"
"bol Belgium","BE","department-store","EUR","10; 25; 50; 100",3,"36 months","https://assets.tillo.io/images/brands/vouchers/330x214/bol-com-be.jpg"
"Weekendje Weg BE & NL","NL","travel-and-leisure","EUR","50; 100",7,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/weekendje-weg-nl.jpg"
"Cyberport Germany","DE","electronics","EUR","10; 15; 20; 25; 50",3,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/cyberport-de.jpg"
"CamperBoys Germany","DE","craft; sports; travel-and-leisure","EUR","35; 50; 100; 150",8,"N/A","https://assets.tillo.io/images/brands/vouchers/330x214/camperboys-de.jpg"
"Unes Italy","IT","supermarket","EUR","10; 25; 50; 100; 150; 200; 250",3,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/unes-it.jpg"
"Swarovski Germany","DE","fashion; jewellery","EUR","15; 25; 40; 50",12,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/swarovski-de.jpg"
"Azteco Bitcoin Voucher - On-chain GBP","GB","cryptocurrency","GBP","25; 50; 100; 250; 500",7,"30 Days","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-bitcoin-voucher-on-chain-gbp.jpg"
"Tezenis Spain","ES","fashion","EUR","20; 30; 50; 100",5.5,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-es.jpg"
"Habitat Cashback","GB","home","GBP","10; 25; 50; 100; 250; 500",4.25,"24 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/habitat-cashback-uk.jpg"
"Maisons du Monde France","FR","department-store","EUR","20; 50; 100; 200; 500",7,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-fr.jpg"
"Atento Germany","DE","beauty; fashion; food-and-drink; jewellery","EUR","10; 25; 50",9,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/atento-de.jpg"
"daydreams Germany","DE","craft; travel-and-leisure","EUR","60",44,"30 months","https://assets.tillo.io/images/brands/vouchers/330x214/daydreams-de.jpg"
"Baby-Walz Germany","DE","baby; toys","EUR","10; 15; 20; 25; 44; 50",12,"5 years","https://assets.tillo.io/images/brands/vouchers/330x214/baby-walz-de.jpg"
"Tinder Plus & Gold UK","GB","other","GBP","19.99",15,"36 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tinder-plus-uk.jpg"
"The Makery Germany","DE","books; music","EUR","25; 50; 100",7,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/the-makery-de.jpg"
"Kasanova Italy","IT","home","EUR","10; 25; 50; 100; 150; 200; 250",3,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/kasanova-it.jpg"
"Sauna & Wellness Cadeaukaart Europe","NL","beauty","EUR","10; 25; 50; 100",7,"2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/sauna-wellness-cadeaukaart-eur.jpg"
"Iper Tosano Italy","IT","supermarket","EUR","25; 50; 100",1.5,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/iper-tosano-it.jpg"
"Prezzo","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500",10,"18 months from purchase.","https://assets.tillo.io/images/brands/vouchers/330x214/prezzo.jpg"
"Globetrotter Germany","DE","fashion; jewellery; sports","EUR","10; 15; 20; 25; 44; 50; 100",11,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/globetrotter-de.jpg"
"Weber Germany","DE","food-and-drink; home","EUR","25; 50; 100",6,"30 months","https://assets.tillo.io/images/brands/vouchers/330x214/weber-de.jpg"
"SuperValu Ireland","IE","supermarket","EUR","25; 50; 100",4,"5 years.","https://assets.tillo.io/images/brands/vouchers/330x214/supervalu-ie.jpg"
"HotelsGift IE","IE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",7.5,"60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift-ie.jpg"
"Pizza Hut","GB","food-and-drink","GBP","10; 25; 50; 100; 250",11,"24 months","https://assets.tillo.io/images/brands/vouchers/330x214/pizza-hut.jpg"
"Circle K Latvia","LV","cars; food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000",1,"24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-latvia.jpg"
"Spabreaks.com","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000",10,"All gift vouchers are valid for 12 months from date of purchase. Gift cards can be redeemed for their monetary value against any spa package on Spabreaks.com. \n                        Gift vouchers can not be used directly at the Spas or hotels.","https://assets.tillo.io/images/brands/vouchers/330x214/spa-breaks.jpg"
"QC Terme Italy","IT","travel-and-leisure","EUR","59; 64; 72; 126; 170; 220; 340",9,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/qc-terme-it.jpg"
"mydays Germany","DE","craft; sports; travel-and-leisure","EUR","10; 20; 25",11,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/mydays-de.jpg"
"Urlaubsbox Germany","DE","craft; travel-and-leisure","EUR","50; 100; 150; 200",14,"30 months","https://assets.tillo.io/images/brands/vouchers/330x214/urlaubsbox-de.jpg"
"Tannico.it","IT","food-and-drink","EUR","25; 50; 75; 100",7,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/tannico-it.jpg"
"Love2Shop Rewards","GB","other","GBP","10; 25; 50; 100; 250; 500",5,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/love2shop-rewards.jpg"
"Sony PSN Italy","IT","gaming","EUR","10; 20; 50; 60; 80; 100; 150; 200; 250",7,"12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-it.jpg"
"Diner Cadeau Europe","NL","food-and-drink","EUR","10; 25; 50; 100",17,"2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/diner-cadeau-eur.jpg"
"MD Italy","IT","home","EUR","10; 25; 50; 100",0.5,"12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/md-it.jpg"
"Mercatò Italy","IT","supermarket","EUR","10; 25; 50; 100",1,"18 months","https://assets.tillo.io/images/brands/vouchers/330x214/mercato-it.jpg"
"Argos Cashback","GB","electronics; home; jewellery; toys","GBP","10; 25; 50; 100; 250; 500",4.25,"24 months from issuance as standard","https://assets.tillo.io/images/brands/vouchers/330x214/argos-cashback-uk.jpg"
"Circle K Estonia","EE","cars; food-and-drink; supermarket","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000",1,"24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-estonia.jpg"
"Caffè Nero","GB","food-and-drink","GBP","10; 25; 50; 100",10.5,"18 months from last top-up or redemption","https://assets.tillo.io/images/brands/vouchers/330x214/caffe-nero.jpg"
"ToursGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",7.5,"3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift-de.jpg"
"Bloom & Wild","GB","home","GBP","10; 20; 30; 50; 100",13,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/bloom-and-wild-uk.jpg"
"43einhalb.com Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50",10,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/43einhalb-com-de.jpg"
"Mango Italy","IT","fashion","EUR","25; 50; 100",9,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mango-it.jpg"
"MAXI DI Italy","IT","supermarket","EUR","10; 25; 50; 100",1,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maxi-di-it.jpg"
"World of Sweets Germany","DE","food-and-drink","EUR","15; 25; 50",13,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/world-of-sweets-de.jpg"
"Sizzling Pubs","GB","food-and-drink","GBP","10; 25; 50; 100; 250",12,"2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/sizzling-pubs.jpg"
"Carrefour Italy","IT","supermarket","EUR","10; 25; 50; 100",1.25,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/carrefour-it.jpg"
"Call a Bike Germany","DE","other","EUR","25; 50",7,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/call-a-bike-de.jpg"
"lastminute.com Flight Gift Card Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000",2,"12 months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-es.jpg"
"Rewe Germany","DE","","EUR","10; 15; 20; 25; 30; 40; 44; 45; 50; 60; 100; 150",0.25,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/rewe-de.jpg"
"myCARE Versandapotheke Germany","DE","beauty","EUR","10; 20",8,"30 months","https://assets.tillo.io/images/brands/vouchers/330x214/mycare-versandapotheke-de.jpg"
"JD Sports France","FR","fashion; sports","EUR","10; 25; 50; 100; 250",9,"12 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/jd-sports-fr.jpg"
"Mondadori Store Italy","IT","books; gaming; music; toys; tv-and-movies","EUR","10; 25; 50; 100",4.5,"12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mondadori-store-it.jpg"
"HelpDirect Germany","DE","charity","EUR","10; 15; 20; 50",9,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/helpdirect-de.jpg"
"lastminute.com France Travel Gift Card","FR","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000",2.35,"12 months from activation/request","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-fr.jpg"
"DAZN Germany","DE","gaming; sports","EUR","45; 420",4,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/dazn-de.jpg"
"Wayfair UK","GB","home","GBP","25; 50; 100; 250; 500",8,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/wayfair.jpg"
"emilio adani Germany","DE","fashion; jewellery","EUR","10; 20; 50",13,"33 months","https://assets.tillo.io/images/brands/vouchers/330x214/emilio-adani-de.jpg"
"Flixbus Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100",6,"9 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-es.jpg"
"Eataly Italy","IT","food-and-drink","EUR","10; 25; 50; 100; 150",4,"24 months","https://assets.tillo.io/images/brands/vouchers/330x214/eataly-it.jpg"
"Rituals Netherlands","NL","beauty; home","EUR","10; 25; 50; 100",10,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-nl.jpg"
"YouChoose Experiences Digital","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250",6,"12 months from issuance","https://assets.tillo.io/images/brands/vouchers/330x214/youchoose-experiences-digital.jpg"
"Martinelli Supermercati Italy","IT","supermarket","EUR","25; 50; 100",1.5,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/martinelli-supermercati-it.jpg"
"Kreutzers Germany","DE","food-and-drink","EUR","25; 50; 100",12,"30 months","https://assets.tillo.io/images/brands/vouchers/330x214/kreutzers-de.jpg"
"Inspire Travel Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000",6,"18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-es.jpg"
"Sephora Germany","DE","beauty","EUR","25; 50; 100",5,"3 Years","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-de.jpg"
"M&S UK CB","GB","department-store; supermarket","GBP","10; 25; 50; 100; 250; 500; 1000",3.5,"Gift cards and e-gift cards are valid for the period which is the later of (i) 48 months from the date of issue, or (ii) 48 months from the date of the last transaction.","https://assets.tillo.io/images/brands/vouchers/330x214/m-and-s-uk-cb.jpg"
"Unicomm Italy","IT","department-store","EUR","25; 50; 100",1.5,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/unicomm-it.jpg"
"Zizzi","GB","food-and-drink","GBP","10; 25; 50; 100",9,"12 months from initial load","https://assets.tillo.io/images/brands/vouchers/330x214/zizzi.jpg"
"Swarovski","GB","home; jewellery","GBP","25; 50; 100; 250",18,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/swarovski.jpg"
"The Entertainer","GB","toys","GBP","10; 25; 50; 100; 250",5,"24 months from date of activation","https://assets.tillo.io/images/brands/vouchers/330x214/the-entertainer.jpg"
"Waipu.tv Perfect Plus Germany","DE","gaming","EUR","80; 150",7,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/waipu-tv-perfect-plus-de.jpg"
"OTTO Germany","DE","baby; beauty; fashion; electronics; home; jewellery; sports; toys","EUR","10; 15; 20; 25; 44; 50; 100; 250; 500",4,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/otto-de.jpg"
"Rituals Portugal","PT","beauty; home","EUR","10; 25; 50; 100",10,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-pt.jpg"
"Guess Italy","IT","","EUR","25; 50; 100",4,"24 months","https://assets.tillo.io/images/brands/vouchers/330x214/guess-it.jpg"
"Decathlon France","FR","fashion; sports","EUR","10; 25",1,"No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon-fr.jpg"
"Lavish Spa Vouchers","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500",10,"12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/lavish.jpg"
"Toby Carvery","GB","food-and-drink","GBP","10; 25; 50; 100; 250",12,"2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/toby-carvery.jpg"
"Tchibo Austria","AT","food-and-drink","EUR","25; 50; 100",5.5,"2 years","https://assets.tillo.io/images/brands/vouchers/330x214/tchibo-at.jpg"
"Rumbo Spain Travel Gift Card","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250",7.5,"12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/rumbo-es.jpg"
"Expert Italy","IT","electronics","EUR","20; 50; 100; 200",1,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/expert-it.jpg"
"Cornerstone","GB","beauty","GBP","20; 25; 30",9,"12 months from issue","https://assets.tillo.io/images/brands/vouchers/330x214/cornerstone.jpg"
"Douglas Italy","IT","beauty","EUR","10; 25; 50; 100",8,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/douglas-it.jpg"
"lastminute.com UK Flight Only Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000",2.35,"12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-flight-only.jpg"
"BAR ATLANTIC Italy","IT","food-and-drink","EUR","25; 50",5,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/bar-atlantic-it.jpg"
"Magazingutschein Germany","DE","books; music","EUR","25",19,"3 years","https://assets.tillo.io/images/brands/vouchers/330x214/magazingutschein-de.jpg"
"Every Foods Germany","DE","food-and-drink; sports","EUR","25; 50; 75; 100",14,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/every-foods-de.jpg"
"lastminute.com Belgium Travel Gift Card","BE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000",2.35,"12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminutecom-travel-gift-card-belgium.jpg"
"Ecoswap UK","GB","other","GBP","10; 25; 50; 100",4,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ecoswap-uk.jpg"
"Marionnaud Paris","IT","","EUR","10; 25; 50; 100",7,"6 months","https://assets.tillo.io/images/brands/vouchers/330x214/marionnaud-it.jpg"
"Maisons du Monde Spain","ES","home","EUR","20; 50; 100; 200; 500",7,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-es.jpg"
"Mayersche Buchhandlung Germany","DE","books; music","EUR","10; 15; 20; 25; 44; 50",9,"N/A","https://assets.tillo.io/images/brands/vouchers/330x214/mayersche-buchhandlung-de.jpg"
"TripGift EU","IE; AT; BE; FI; FR; DE; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000",7.5,"5 years from first use","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift-eu.jpg"
"Megamark Italy","IT","supermarket","EUR","25; 50; 100; 200",1,"Minimum 1 month","https://assets.tillo.io/images/brands/vouchers/330x214/megamark-it.jpg"
"Rituals Spain","ES","beauty; home","EUR","10; 25; 50; 100",10,"No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-es.jpg"
"Tinder Plus & Gold Spain","ES","other","EUR","12.85",15,"36 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tinder-plus-es.jpg"
"Tigros Italy","IT","supermarket","EUR","10; 25; 50; 100",1,"1 year","https://assets.tillo.io/images/brands/vouchers/330x214/tigros-it.jpg"
